query,title,url,snippet,creation_date,modified_date
Universal Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,UNITED STATES SECURITIES AND EXCHANGE COMMISSION ...,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000102037/45881316-4e37-4cb4-9ffb-59f45c3a1c52.pdf,"Feb 7, 2024 ... ... Universal's global sustainability agenda. These include the December 2023 publication of our 2023 Sustainability Report, and our recently ...",2024-02-07,2024-02-07
Universal Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,2022-2023 Universal Registration Document 2022-2023 Universal ...,https://d2za3aw7vtguly.cloudfront.net/production/files/SOITEC_DEU_2022_UK_MEL.pdf,"Sep 28, 2022 ... ... 2023 UNIVERSAL REGISTRATION DOCUMENT. SOITEC. 2022-2023. Universal. Registration. Document. Including the Annual. Financial Report. The ...",2023-07-19,2023-07-19
Universal Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,2022 Sustainability Report,https://dq06ugkuram52.cloudfront.net/files/17132666/45156094.pdf,We build the technology that enables a more sustainable tomorrow. Energy Transition. ~30% of the world's electricity generated with the help of GE technology.,2023-06-21,2023-08-15
Universal Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,Sustainability Report,https://d1io3yog0oux5.cloudfront.net/_5d27199ca3595891cc40f6992156806d/equinix/db/2197/20754/file/Equinix-Inc.-2022-Sustainability-Report-Highlights.pdf,"We also invited several partners including Bloom Energy,. ZutaCore and Natron Energy into our Co-Innovation. Facility (CIF), a testbed in Ashburn, to drive data.",2023-05-10,2023-05-10
Universal Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,Global Impact Report,https://d1io3yog0oux5.cloudfront.net/_014945f01170710cee77d169369baa43/klatencor/files/pages/klatencor/db/1120/content/2022_Global_Impact_Report.pdf,"Jun 8, 2023 ... KLA has adopted a universal Global ... the company's sustainability report. GRI 2 ... KLA 2023 Global Impact Report, Corporate Governance & ESG.",2023-08-04,2023-08-04
Universal Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,UNITED STATES SECURITIES AND EXCHANGE COMMISSION ...,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000102037/3d0e1375-44c0-4b95-9bca-131d18bedca7.pdf,"Feb 8, 2023 ... ... 2023 and 2022 Brazil ... Our fiscal year 2022 Sustainability Report ... In connection with the quarterly report of Universal Corporation (the “ ...",2023-02-08,2023-02-08
Universal Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,Novo Nordisk Annual Report 2022,https://dq06ugkuram52.cloudfront.net/files/15566902/41728260.pdf,"Feb 1, 2023 ... S&P CSA: S&P Global's CSA drives corporate sustainability ... – UN Political Declaration on Universal ... and Annual Report 2023. 29 August 2023.",2023-01-31,2023-01-31
Universal Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,2020 Global Citizenship & Sustainability Report,https://dq06ugkuram52.cloudfront.net/files/7626022/25376777.pdf,"In June 2020, Ralph Lauren signed onto the United. Nations Global Compact, joining other companies across industries committed to implementing universal ...",2020-06-18,2020-06-18
Universal Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,Ferrero Sustainability Report 2022,https://d3qpa3na1ei3ef.cloudfront.net/wp-content/uploads/2023/06/ferrero-sr22_230621_0.pdf,"Jun 21, 2023 ... The EMF 2922 Global Progress Report · UN ... dissolve the initiative as of 1 January 2023.23. FONAP ... of the upcoming EU Corporate Sustainability.",2023-06-14,2023-06-21
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:cloudfront.net,LEVI STRAUSS & CO.,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000094845/51ece5e0-13cb-4b79-96f9-eae8111c1c5d.pdf,"Jan 25, 2024 ... In 2023, we released our 2022 sustainability ... includes the Levi's, Signature by Levi Strauss & Co ... annual report on Form 10-K of Levi Strauss ...",2024-01-25,2024-01-25
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:cloudfront.net,Notice of Annual Meeting of Shareholders and Proxy Statement,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000094845/f940eb0a-b061-4aa4-adfd-b5ba3284071b.pdf,"Apr 15, 2024 ... 2023 was a pivotal year for Levi Strauss & Co. (“LS&Co.”), as the company carried out a successful CEO succession plan that resulted in ...",2024-03-14,2024-03-14
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:cloudfront.net,Untitled,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000094845/be3ca01e-a39f-4c3d-84bf-e3ccd8366072.pdf,"Jan 25, 2024 ... In 2023, our Levi's ... Levi's, Signature by Levi Strauss & Co.™ and Denizen® brands. ... Company's annual review of the Beyond Yoga® reporting unit ...",2024-03-07,2024-03-07
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:cloudfront.net,Levi Strauss & Co.,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000094845/ee538b1c-5924-435c-aab2-bf83657724a6.pdf,"In the interests of traceability, our company's 2020 Sustainability Report includes an interactive map of supplier factories and mills. ... materials for the 2023 ...",2022-03-08,2022-03-08
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:cloudfront.net,LEVI STRAUSS & CO.,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000094845/d09a1c48-de97-4a0a-86b5-a6974ebf7388.pdf,"Oct 6, 2022 ... ... Company's 2021 Annual Report on Form 10-. K. The unaudited consolidated financial statements include the accounts of the Company and its ...",2022-10-06,2022-10-06
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:cloudfront.net,LEVI STRAUSS & CO.,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000094845/ca2a82c3-5a43-4c12-878b-a5b2e5e56c62.pdf,"Jan 25, 2023 ... Portions of the registrant's definitive Proxy Statement for the 2023 Annual Meeting of Stockholders to be filed with the U.S. Securities and ...",2023-01-25,2023-01-25
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:cloudfront.net,LEVI STRAUSS & CO.,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000094845/c6f3d6aa-1105-48ac-a8f9-93dc4d398540.pdf,"Apr 6, 2023 ... ... Company's 2022 Annual Report on Form 10-. K. The unaudited consolidated financial statements include the accounts of the Company and its ...",2023-04-06,2023-04-06
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:cloudfront.net,2020 Global Citizenship & Sustainability Report,https://dq06ugkuram52.cloudfront.net/files/7626022/25376777.pdf,"It is inextricably linked to how we create a better future for our Company, the people we come into contact with and the world. One year ago, we launched our ...",2020-06-18,2020-06-18
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:cloudfront.net,2023 - Notice of Annual Meeting of Shareholders and Proxy Statement,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000094845/5bdd6755-4750-43e7-bb52-91cd6f09a85a.pdf,"Apr 18, 2023 ... Read our Sustainability Report ... Jaffe also oversees the Levi Strauss Foundation, whose mission is to bring pioneering social ... © 2023 Levi ...",2023-03-06,
Levi Strauss & Co Sustainability Report 2023 filetype:pdf site:cloudfront.net,LEVI STRAUSS & CO.,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000094845/de3b3fc2-9d7d-4b77-b5df-f6898f5f2f2e.pdf,"Apr 8, 2021 ... Indicate by check mark whether the registrant (1) has filed all reports required to be filed by Section 13 or 15(d) of the Securities ...",2021-04-08,2021-04-08
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net",Annual Report Fiscal Year 2023,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000876427/1edf0e2d-7aa4-4134-9b1d-f235d7668394.pdf,"May 22, 2023 ... Monro operates 1,299 Company-operated stores, 76 Car-X franchised locations and two retread facilities, providing automotive undercar repair ...",2023-07-06,2023-07-06
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net","MONRO, INC.",https://d18rn0p25nwr6d.cloudfront.net/CIK-0000876427/1af6f071-7909-4b48-9244-db29c004fc95.pdf,"Jun 20, 2023 ... Monro's “2023 ESG Report” includes a mapping to certain metrics of the Sustainability Accounting Standards Board's (SASB) Multiline & Specialty.",2023-06-20,2023-06-20
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net","Monro, Inc.",https://d18rn0p25nwr6d.cloudfront.net/CIK-0000876427/3fedf73c-864c-4cb5-b60a-99627f0c820f.pdf,"May 22, 2023 ... ... 2023, the end of our fiscal year. The effectiveness of Monro's internal control over financial reporting as of March 25, 2023 has been ...",2023-05-22,2023-05-22
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net","MONRO, INC.",https://d18rn0p25nwr6d.cloudfront.net/CIK-0000876427/daac47b9-3c0a-4b12-8b73-21cf67e030f7.pdf,"Jul 26, 2023 ... Released Third Annual Environmental, Social & Governance (ESG) Report. ROCHESTER, N.Y. – July 26, 2023 – Monro, Inc. (Nasdaq: MNRO), a ...",2023-07-26,2023-07-26
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net","Monro, Inc.",https://d18rn0p25nwr6d.cloudfront.net/CIK-0000876427/34781bdd-accc-45fc-8df3-ec23e74d2dd4.pdf,"Jul 26, 2023 ... We expect the inflationary environment to continue ... 2023, by and among Monro, Inc. and the ... The Quarterly Report of Monro, Inc. (""Monro ...",2023-07-26,2023-07-26
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net","Monro, Inc.",https://d18rn0p25nwr6d.cloudfront.net/CIK-0000876427/cd72c084-acb5-4ed0-b1c6-05d80f85c4df.pdf,"Jan 24, 2024 ... ... 2023, by and between Monro, Inc. and VGP ... compensation, and environmental protection; and ... The Quarterly Report of Monro, Inc. (""Monro ...",2024-01-24,2024-01-24
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net",CORPORATE SUSTAINABILITY REPORT,https://d1io3yog0oux5.cloudfront.net/_e7f7b7c00754fc7118fba4a9c78050b5/gulfportenergy/files/pages/sustainability/GPO_CSR_Report_vFinal.pdf,"During 2023, the Company is converting. ~40% of ... in Belmont, Jefferson and Monroe Counties. Dolly ... Corporate Sustainability Report and in the. SASB, TCFD ...",2023-10-31,2023-10-31
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net","MONRO, INC.",https://d18rn0p25nwr6d.cloudfront.net/CIK-0000876427/e5ba1e46-5c70-41ac-8332-3f7e2b955d2d.pdf,"Jan 24, 2024 ... On December 19, 2023, the Company paid a ... sustainable growth, the Company generated ... Company's annual report on Form 10-K for the.",2024-01-24,2024-01-24
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net","UNITED STATES Monro, Inc.",https://d18rn0p25nwr6d.cloudfront.net/CIK-0000876427/3b2bb02c-9332-4e66-90c2-7677f961f046.pdf,"Aug 15, 2023 ... Issued third annual Corporate Responsibility Report, now titled ESG Report, for Fiscal 2023;. •. Strengthened Board oversight of Environmental ...",2023-06-27,2023-06-27
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:cloudfront.net","MONRO, INC.",https://d18rn0p25nwr6d.cloudfront.net/CIK-0000876427/b5c4e0e8-1153-4cfa-8eb1-859d8e65f766.pdf,"Feb 9, 2023 ... On February 9, 2023, Monro, Inc. (the ... Company has duly caused this report to be signed on its behalf by the ... sustainable growth, the Company ...",2023-02-13,2023-02-13
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",ESG Report Fiscal Year 2023,https://s201.q4cdn.com/121549564/files/doc_financials/2023/Monro-Inc-FY2023-ESG-Report.pdf,"This is Monro's third report dedicated to disclosing how we integrate Environmental, Social, and Governance (ESG) factors into our corporate decision making ...",2023-06-19,2023-06-19
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Responsibility Drives Monro.Forward,https://s201.q4cdn.com/121549564/files/doc_downloads/Monro-Inc-FY2022-Corporate-Responsibility-Report.pdf,"This is Monro's second Corporate Responsibility Report, which highlights ways in which we integrate Environmental, Social and Governance.",2022-06-20,2022-06-20
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com","Monro, Inc. Announces First Quarter Fiscal 2024 Financial Results",https://s201.q4cdn.com/121549564/files/doc_news/Monro-Inc.-Announces-First-Quarter-Fiscal-2024-Financial-Results-2023.pdf,"Jul 26, 2023 ... Released Third Annual Environmental, Social & Governance (ESG) Report. ROCHESTER, N.Y.--(BUSINESS WIRE)-- Monro, Inc. (Nasdaq: MNRO), a ...",2023-07-26,2023-07-26
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Annual Report Fiscal Year 2023,https://s201.q4cdn.com/121549564/files/doc_financials/2023/ar/Monro-Fiscal-2023-Annual-Report.pdf,"May 22, 2023 ... Monro operates 1,299 Company-operated stores, 76 Car-X franchised locations and two retread facilities, providing automotive undercar repair ...",2023-07-06,2023-07-06
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Notice of 2023 Annual Meeting of Shareholders and Proxy Statement,https://s201.q4cdn.com/121549564/files/doc_financials/2023/ar/Monro-Fiscal-2023-Proxy-Statement.pdf,"Jul 6, 2023 ... standard of materiality different from those generally applicable to Monro shareholders and reports and documents filed with the SEC ...",2023-07-05,2023-07-06
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",CORPORATE ANNOUNCEMENT,https://s201.q4cdn.com/121549564/files/doc_news/2023/06/2023-06-20-Announcement-Monro-Releases-Third-Annual-ESG-Report-v2.pdf,"Jun 20, 2023 ... MONRO RELEASES THIRD ANNUAL ENVIRONMENTAL, SOCIAL, AND ... Monro's “2023 ESG Report” includes a mapping to certain metrics of the Sustainability ...",2023-06-20,2023-06-20
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",CONTACT: Investors and Media: Felix Veksler Senior Director ...,https://s201.q4cdn.com/121549564/files/doc_news/2022/07/27/MNRO-1QFY23-Earnings-Press-Release_Final.pdf,"Jul 27, 2022 ... During the first quarter of fiscal 2023, the Company ... Monro recently released its second annual Corporate Responsibility Report, Responsibility ...",2022-07-26,2022-07-26
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com","Monro, Inc.",https://s201.q4cdn.com/121549564/files/doc_financials/2023/q4/3fedf73c-864c-4cb5-b60a-99627f0c820f.pdf,"May 22, 2023 ... ... 2023, the end of our fiscal year. The effectiveness of Monro's internal control over financial reporting as of March 25, 2023 has been ...",2023-05-22,2023-05-22
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com","Monro, Inc. to Report Third Quarter Fiscal 2023 Earnings on January ...",https://s201.q4cdn.com/121549564/files/doc_news/Monro-Inc.-to-Report-Third-Quarter-Fiscal-2023-Earnings-on-January-25-2023-2023.pdf,"Jan 25, 2023 ... With a growing market share and a focus on sustainable growth, the Company generated approximately $1.4 billion in sales in scal 2022 and ...",2023-01-11,2023-01-11
"Monro, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com","Monro, Inc.",https://s201.q4cdn.com/121549564/files/doc_financials/2023/q3/ab360861-c80d-4507-a124-5fb02fda352a-(1).pdf,"Dec 24, 2022 ... Monro, Inc. Q3 2023 Form 10-Q. 8. Page 9. Table of Contents. CONSOLIDATED FINANCIAL STATEMENTS. NOTES provide our suppliers with the opportunity ...",2023-01-30,2023-01-30
Quantum Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,Template Instructions,https://d1io3yog0oux5.cloudfront.net/_8db789e0700ba6c03fa36a905fcaddfd/quantum/files/pages/quantum/db/1149/description/Quantum_FY2023_ESG_Report.pdf,© 2023 Quantum Corporation. We protect the data ... Notes. Unless indicated otherwise in this report: • We ... Sustainable Development Goals Quantum directly.,2023-07-01,2023-07-24
Quantum Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,2022-sustainability-report-doc-en.pdf,https://dq06ugkuram52.cloudfront.net/files/15233385/41185683.pdf,"Mar 16, 2023 ... In 2022, we committed to reaching 30% female representation on the Board of. Directors by the 2023 Annual General. Meeting. Having nominated ...",2023-03-13,2023-03-30
Quantum Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,RELX Annual Report and Financial Statements 2022,https://dq06ugkuram52.cloudfront.net/files/15421137/41418735.pdf,"Feb 23, 2023 ... Page 1. 2022 Annual Report including Corporate Responsibility Report and Financial Statements. Annual ... 2023 financial calendar. RELX Annual ...",2023-02-24,2023-02-24
Quantum Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,Barclays-Climate-Strategy-Targets-and-Progress-2022-Final.pdf,https://dq06ugkuram52.cloudfront.net/files/13719458/34629474.pdf,"Mar 22, 2022 ... The Board also received regular updates on. Public Policy and Corporate Responsibility matters (together with Group Reputation. Risk Reports) ...",2022-03-21,2022-03-21
Quantum Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,"Q4 2023 Quantum Corp Earnings Call on June 06, 2023 / 1:00PM",https://d1io3yog0oux5.cloudfront.net/_3083fefe23fb5738ded28d89577f5060/quantum/db/1110/10241/earnings_call_transcript/QMCO-4Q+FY2023+Earnings+Call+Transcript+%28June+2023%29.pdf,"Jun 6, 2023 ... ... environment perspective? If you look at the ... REPORTING OF THE SUBSTANCE OF THE CONFERENCE CALLS. ... 2023 Quantum Corp Earnings Call.",2023-06-09,2023-06-09
Quantum Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,IBM's 2021 ESG Report,https://dsxx4t8pjznor.cloudfront.net/wp-content/uploads/2022/04/27155649/IBM_2021_ESG_Report.pdf,"as well as corporate social responsibility, sustainability, environmental, and other societal and governance matters. IBM's senior management is responsible ...",2022-04-20,2022-04-20
Quantum Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,SUSTAINABILITY REPORT 2023,https://d1io3yog0oux5.cloudfront.net/_803c9b980795f06ae9decac7dd9f2fb6/propetroservices/files/pages/sustainability/2023-sustainability-report/PUMP_Sustainability_Report.pdf,"Beginning in 2021, ESG metrics have been included as components of our Amended and. Restated ProPetro Holding Corp. Executive. Incentive Bonus Plan (the “Annual ...",2023-10-25,2023-10-26
Quantum Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,"September 9, 2023",https://d2pgu9s4sfmw1s.cloudfront.net/UAM/Prod/Done/a06Hu00001gHN6tIAG/2fbe9cf5-ee9e-4d41-9096-2e104d55acb0?response-content-disposition=inline%3Bfilename*%3DUTF-8%27%27episode.pdf&Expires=2018272996&Key-Pair-Id=APKAJKRNIMMSNYXST6UA&Signature=b5PxY-4dnlttm7UWEcps3bmSzCd1ESS3F7Tn5rybEIT~nuBKv6ySqL8nZKDRJdqEWDuYPqRZF3mOuWpTtSP3DTktLCfuCe660xqo0kwlVjjbe4tc2bXtGpuTLSbz3vlNZjafIuTTP3VTlVjeadCr2j~vZpaBIjYZ11OuWp56e9q4WnND9qUxWp3PXdnyWdpZoDn1Aof6mout7xTzDD-~lso10nIPdfxFHQU~nXy62OwwjquoR6Jn2FObnaHByHr2UpEVaouYan6Irtfx-GzpQM-0IRJeVFKGQ1IFgLxVhtukEp4uEedy1ku4JB1jCvUSJyajvJsSbPbMmjWsl5IgVQ__,"Sep 9, 2023 ... latest environmental report revealed a 34% increase in ... of the quantum world, opening up new frontiers in ... © 2023 Intel Corporation.",2023-09-13,2023-09-13
Quantum Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,UNITED STATES SECURITIES AND EXCHANGE COMMISSION ...,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001664703/ba919b14-a5fd-4ec9-8dd7-7d1b7935b2a3.pdf,"Apr 4, 2023 ... Please note that our 2023 Sustainability Report is not a part of our proxy solicitation materials. Enterprise Risk Management Program.",2023-04-04,2023-04-04
Quantum Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,DEC 2023 Sustainability Report,https://d1io3yog0oux5.cloudfront.net/_c277d9621a899a625fccd1dc1c6c2f70/dgoc/db/604/5962/sustainability_report/DEC+2023+Sustainability+Report+%28Web+Res%29.pdf,"Dec 31, 2023 ... Diversified Energy Company PLC (“Diversified” or the. “Company”) is proud to present our 2023 Sustainability. Report (the “Report”) which ...",2024-04-03,2024-04-03
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,"2022 Environmental, Social and Governance Report",https://s25.q4cdn.com/951400234/files/doc_downloads/2023/03/2022-CNA-ESG-Report.pdf,"Mar 17, 2023 ... CNA Financial, nor should this report be ... “CNA” is a registered trademark of CNA Financial Corporation. ... Copyright © 2023 CNA. All rights ...",2023-03-13,2023-03-13
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,SUSTAINABILITY REPORT,https://s2.q4cdn.com/114114621/files/doc_downloads/2023/THG-Sustainability-Report-Final-Online-View.pdf,"Mar 1, 2023 ... ROCHE. President & Chief Executive Officer. The Hanover Insurance Group, Inc. 4. Page 4. 7. THE HANOVER SUSTAINABILITY REPORT | MARCH 2023.",2023-03-14,2023-03-14
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,A Global Leader in P&C Insurance,https://s201.q4cdn.com/471466897/files/doc_presentations/2024/Apr/26/chubb-first-quarter-2024-corporate-presentation.pdf,"Apr 26, 2024 ... *Includes AIG, ALL, CNA ... Chubb Limited 2023 Sustainability Report ... others who have a general interest in our company, our industry, and ...",2024-04-25,2024-04-25
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,ANNUAL REPORT FISCAL YEAR 2023,https://s27.q4cdn.com/743947716/files/doc_financials/2023/ar/FY23-Annual-Report-FINAL-WEBSITE-version.pdf,"Feb 28, 2023 ... As of February 28, 2023, our third-party finance providers included Ally Financial, American Credit Acceptance,. Capital One Auto Finance, Chase ...",2023-04-21,2023-05-04
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,Chubb Ltd DEF 14A,https://s201.q4cdn.com/471466897/files/doc_financials/2024/ar/23-27870-6_476682_print_bkmd.pdf,"Mar 22, 2024 ... 2023 Sustainability Report and 2023 TCFD Report, the ... Inc., CNA Financial Corporation ... discussed the 2023 annual financial statements, ...",2024-03-18,2024-04-01
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,Chubb Limited Summary Annual Report 2023,https://s201.q4cdn.com/471466897/files/doc_financials/2024/ar/Chubb-Limited-2023-Annual-Report-FINAL.pdf,"Feb 23, 2024 ... 1 Includes AIG, ALL, CNA ... financial, technological and other environmental conditions ... financial statements, as of December 31, 2023, the ...",2024-03-27,2024-03-28
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,Chubb Limited Summary Annual Report 2022,https://s201.q4cdn.com/471466897/files/doc_downloads/annualmeetingmat/2023/Chubb-Limited-2022-Annual-Report.pdf,"Feb 24, 2023 ... Page 1. Chubb Limited. Annual Report. 2022. Page 2. Financial ... economic and geopolitical environment. I ... 2023. For instance, China will.",2023-03-29,2023-04-06
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,newmont-2021-sustainability-report.pdf,https://s24.q4cdn.com/382246808/files/doc_downloads/sustainability/2021-report/newmont-2021-sustainability-report.pdf,"Apr 1, 2022 ... ... report. Page 3. Newmont Corporation 2021 Sustainability Report. 3 ... sustainability-linked bond, aligning the. Company's financial success with ...",2022-06-30,2022-06-30
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,Brookdale 2022 ESG Report May 2023 ADA,https://s26.q4cdn.com/858530099/files/doc_financials/2022/sr/2022-bkd-esg-report.pdf,"sustainable corporate pillars . Therefore, in this update, you will read about the Pillars of Brookdale's ESG focus: • Enriching Lives and Social ...",2023-04-30,2023-05-01
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:q4cdn.com,Chubb-2023-Proxy-Statement.pdf,https://s201.q4cdn.com/471466897/files/doc_downloads/annualmeetingmat/2023/Chubb-2023-Proxy-Statement.pdf,"Apr 3, 2023 ... 1. Approval of the management report, standalone financial statements and consolidated financial statements of. Chubb Limited for the year ...",2023-04-03,2023-04-04
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,SCHEDULE 14A Chubb Limited,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000896159/36322854-f756-4e85-8102-7d1c1a566cee.pdf,"Mar 22, 2024 ... our 2023 Sustainability Report and 2023 TCFD Report, the ... CNA Financial Corporation ... discussed the 2023 annual financial statements, including.",2024-03-21,2024-03-21
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,"SCHEDULE 14A PRINCIPAL FINANCIAL GROUP, INC.",https://d18rn0p25nwr6d.cloudfront.net/CIK-0001126328/fd564351-20af-4f7c-8058-052e7707190a.pdf,"Apr 3, 2023 ... ... Sustainability Reports, which are released annually. The 2022 Sustainability Report will be released in April 2023. A summary of our 2022 ...",2023-04-03,2023-04-03
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,UNITED STATES SECURITIES AND EXCHANGE COMMISSION ...,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000020520/9dd3f58c-63ef-4106-ac2d-104921bcd924.pdf,"Feb 23, 2024 ... consolidated financial statements, in Part II, Item 8 of this Annual Report ... reporting as of December 31, 2023 ... CNA Financial Corporation (CNA).",2024-02-23,2024-02-23
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,Notice of 2023 Annual Meeting and Proxy Statement Notice of 2023 ...,https://d1io3yog0oux5.cloudfront.net/genworth/files/pages/news-events/annual-meeting-of-stockholders/2023/Genworth--2023_Proxy_Statement_%28Final%29.pdf,"Feb 15, 2023 ... The Board of Directors invites you to attend the 2023 Annual. Meeting of Stockholders of Genworth Financial, Inc. (the 2023.",2023-04-05,2023-04-06
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,Notice of 2023 Annual Meeting of Shareholders and Proxy Statement,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001037976/9e51ffbc-c3ea-43d2-bc20-447d57f90292.pdf,"Apr 14, 2023 ... Consolidated Financial Statements included in our Annual Report on Form 10-K for the year ended December 31, 2022, for a discussion of the ...",2023-04-12,2023-04-12
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,MediaTek ESG Report 2022,https://d86o2zu8ugzlg.cloudfront.net/mediatek-craft/reports/CSR/2022-Media-Tek-Sustainability-Report-Final.pdf,Sustainability Report Award-Platinum in the Taiwan Corporate Sustainability Awards (TSCA) ... ◢ MediaTek announced the annual financial report audited by ...,2024-04-25,2024-04-25
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,"American Electric Power Company, Inc.",https://d18rn0p25nwr6d.cloudfront.net/CIK-0000004904/66d142e7-11a1-4041-97d8-6ddb346dd2c3.pdf,"Mar 13, 2024 ... ... Company's annual Corporate Sustainability Report (CSR) to its ... (CNA), U.S. ... financial statements for the fiscal year ended December 31, 2023.",2024-03-13,2024-03-13
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,ESG Report,https://d1io3yog0oux5.cloudfront.net/_c12033d1d8f42b37c16c115d859534c1/fibraprologis/db/838/7833/pdf/FIBRA+Prologis+ESG+Annual+Report+2022+2023.pdf,"The published annual PDF report provides highlights of key ... sustainability reporting. How we work. FIBRA ... operate, our debt and financial position, are ...",2023-07-17,2023-07-18
CNA Financial Corp. Sustainability Report 2023 filetype:pdf site:cloudfront.net,Grupo Bimbo Integrated Annual Report 2022,https://d2rwhogv2mrkk6.cloudfront.net/s3fs-public/reportes-2023/GB-INFORME%20ANUAL_EN_22.pdf?VersionId=AYfyhYfPar30sCtzt8BJcLJ36WqJydMd,"... 2023. (cutoff Q4-2022), where Grupo Bimbo owns the ... financial re- sources for each project, aligned ... (CNA), Consejo para el Desarrollo del Comercio en ...",2023-07-07,2023-07-07
