query,title,url,snippet,creation_date,modified_date,display_link,rank
PVH Corp. Sustainability Report 2023 filetype:pdf site:pvh.com,Welcome to your CDP Climate Change Questionnaire 2023 C0 ...,https://pvh.com/-/media/Files/pvh/responsibility/PVH-CDP-Disclosure---Climate.pdf,PVH Corp CDP Climate Change Questionnaire ... sustainability and social and environmental responsibility as part of our ... PVH Annual Report: https://www.pvh.com/-/media/Files/pvh/investor-relations/PVH-.,2023-07-27,2023-07-27,pvh.com,10
PVH Corp. Sustainability Report 2023 filetype:pdf site:pvh.com,Welcome to your CDP Water Security Questionnaire 2023 W0 ...,https://pvh.com/-/media/Files/pvh/responsibility/PVH-CDP-Disclosure---Water-Security.pdf,"PVH Corp CDP Water Security Questionnaire 2023 Thursday, July 27, 2023. 1. Welcome to your CDP Water ... Corporate Responsibility Report, our website – PVH.",2023-07-27,2023-07-27,pvh.com,11
PVH Corp. Sustainability Report 2023 filetype:pdf site:pvh.com,PVH Year in Review 2022,https://www.pvh.com/-/media/Files/pvh/investor-relations/PVH-Year-in-Review-2022.pdf,"Mar 27, 2023 ... Management assessed the effectiveness of the Company's internal control over financial reporting as of January 29, 2023. In making this ...",2023-06-13,2023-07-15,www.pvh.com,12
PVH Corp. Sustainability Report 2023 filetype:pdf site:pvh.com,PVH-Q1-2023-Earnings.pdf,https://www.pvh.com/-/media/Files/pvh/investor-relations/PVH-Q1-2023-Earnings.pdf,"May 31, 2023 ... ... 2023 - PVH Corp ... reports financial information in U.S. ... towards sustainability and social and environmental responsibility as part of the ...",2023-05-31,2023-05-31,www.pvh.com,13
PVH Corp. Sustainability Report 2023 filetype:pdf site:pvh.com,PVH Proxy Statement 2023,https://www.pvh.com/-/media/Files/pvh/investor-relations/PVH-Proxy-Statement-2023.pdf,"May 10, 2023 ... Notice of 2023 Annual ... AUDIT COMMITTEE REPORT / PVH CORP. 2023 ... mailing the proxy materials, and lessens the environmental impact of our ...",2023-05-09,2023-08-24,www.pvh.com,14
PVH Corp. Sustainability Report 2023 filetype:pdf site:pvh.com,PVH-Full-Year-2022-Earnings.pdf,https://www.pvh.com/-/media/Files/pvh/investor-relations/PVH-Full-Year-2022-Earnings.pdf,"New York - March 27, 2023 - PVH Corp. [NYSE: PVH] today reported its 2022 fourth quarter and full year results and provided its 2023 outlook.",2023-03-27,2023-03-27,www.pvh.com,15
PVH Corp. Sustainability Report 2023 filetype:pdf site:pvh.gcs-web.com,Form SD for PVH Corp DE filed 05/15/2024,https://pvh.gcs-web.com/static-files/b279542d-38df-4645-b11d-db88153063d4,"May 15, 2024 ... 2023. □Rule 13q-1 under the Securities ... Sustainability Officer. b. We ... For a further discussion of our products, see our Annual Report ...",2024-05-15,2024-05-15,pvh.gcs-web.com,1
PVH Corp. Sustainability Report 2023 filetype:pdf site:pvh.gcs-web.com,Form 424B5 for PVH Corp DE filed 04/11/2024,https://pvh.gcs-web.com/static-files/8e6b5952-8f2e-4305-b2cd-8a7ef264f3bc,"Apr 11, 2024 ... assumptions used to report on the environmental benefits of the Eligible Projects will be disclosed in the applicable Impact Report.",2024-04-11,2024-04-11,pvh.gcs-web.com,2
PVH Corp. Sustainability Report 2023 filetype:pdf site:pvh.gcs-web.com,Form 10-K for PVH Corp DE filed 04/02/2024,https://pvh.gcs-web.com/static-files/76f2381f-4d55-411e-ae18-befb674693a0,"Apr 2, 2024 ... ... PVH an inclusive work environment ... Report on Form 8-K, filed on June 27, 2023). ... In connection with the Annual Report on Form 10-K of PVH Corp ...",2024-04-02,2024-04-02,pvh.gcs-web.com,3
PVH Corp. Sustainability Report 2023 filetype:pdf site:pvh.gcs-web.com,Form S-3ASR for PVH Corp DE filed 04/02/2024,https://pvh.gcs-web.com/static-files/30dda28c-9b80-4c1b-aaf5-467361b797fc,"Apr 2, 2024 ... ... PVH Corp., filed on June 22, 2023 · (incorporated by reference to Exhibit 3.2 to our Quarterly Report on Form 10-Q for the period · ended July ...",2024-04-02,2024-04-02,pvh.gcs-web.com,4
PVH Corp. Sustainability Report 2023 filetype:pdf site:pvh.gcs-web.com,Form 8-K for PVH Corp DE filed 04/01/2024,https://pvh.gcs-web.com/static-files/53a8b88e-4996-4387-b6af-47f659a2cfe5,"Apr 1, 2024 ... PVH CORP. By: /s/ James W. Holmes. James W. Holmes. Executive Vice President and Controller. Date: April 1, 2024. Page 4. PVH CORP. REPORTS 2023 ...",2024-04-01,2024-04-01,pvh.gcs-web.com,5
PVH Corp. Sustainability Report 2023 filetype:pdf site:pvh.gcs-web.com,Form 10-Q for PVH Corp DE filed 12/07/2023,https://pvh.gcs-web.com/static-files/b678bc04-1516-4d53-8e3e-12dd66614bb3,"Dec 7, 2023 ... ... Annual Report on Form 10-K for the year ended January 29, 2023 ... and financial performance for sustainable ... In connection with the Quarterly ...",2023-12-07,2023-12-07,pvh.gcs-web.com,6
PVH Corp. Sustainability Report 2023 filetype:pdf site:pvh.gcs-web.com,Form 8-K for PVH Corp DE filed 11/29/2023,https://pvh.gcs-web.com/static-files/38d078e3-59e5-4775-9cf4-f9953ffd7247,"Nov 29, 2023 ... Date of Report (Date of earliest event reported) November 29, 2023. PVH CORP. (Exact name of registrant as specified in its charter). Delaware.",2023-11-29,2023-11-29,pvh.gcs-web.com,7
PVH Corp. Sustainability Report 2023 filetype:pdf site:pvh.gcs-web.com,Form 10-Q for PVH Corp DE filed 09/07/2023,https://pvh.gcs-web.com/static-files/4b0355ec-9417-4f17-a5ff-3083729528ed,"Sep 7, 2023 ... Please see Note 8, “Debt,” in the Notes to Consolidated Financial Statements included in. Item 8 of the Company's Annual Report on Form 10-K for ...",2023-09-07,2023-09-07,pvh.gcs-web.com,8
PVH Corp. Sustainability Report 2023 filetype:pdf site:pvh.gcs-web.com,Form 8-K for PVH Corp DE filed 08/29/2023,https://pvh.gcs-web.com/static-files/5866babe-4663-4736-a9e5-42922902a004,"Aug 29, 2023 ... Date of Report (Date of earliest event reported) August 29, 2023. PVH CORP. (Exact name of registrant as specified in its charter). Delaware.",2023-08-29,2023-08-29,pvh.gcs-web.com,9
PVH Corp. Sustainability Report 2023 filetype:pdf site:pvh.gcs-web.com,Form 10-K for PVH Corp DE filed 03/28/2023,https://pvh.gcs-web.com/static-files/b269af9c-f3a3-4bc4-9d89-1ca926029d21,"Mar 28, 2023 ... We encourage you to read our annual Corporate Responsibility Report on our PVH.com corporate website for more detailed information regarding our.",2023-03-28,2023-03-28,pvh.gcs-web.com,10
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:paccar.com",2024 Proxy Statement,https://www.paccar.com/media/xmrbdvvn/2024-proxy-statement.pdf,"Mar 20, 2024 ... The 2024 proxy statement and the 2023 Annual Report to stockholders are available on the. Company's website at www.paccar.com/2024annualmeeting.",2024-03-15,2024-03-19,www.paccar.com,1
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:paccar.com",PACCAR Inc,https://investors.paccar.com/files/doc_downloads/2024/02/2023-12-31-PACCAR-10K.pdf,"Feb 21, 2024 ... PACCAR earned an ""A-"" score on its CDP environmental report in 2023, placing the Company in the Leadership tier of over 21,000 reporting ...",2024-03-01,2024-03-01,investors.paccar.com,2
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:paccar.com",2023-annual-report-final.pdf,https://www.paccar.com/media/pvzjr4ps/2023-annual-report-final.pdf,"Feb 21, 2024 ... PACCAR is ranked in the top 16% of peer companies by the S&P Global Corporate. Sustainability Assessment for its environmental, social and ...",2024-02-28,2024-02-28,www.paccar.com,3
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:paccar.com",PACCAR 2022 Annual Report FINAL,https://www.paccar.com/media/aypoxfmi/paccar-2022-annual-report-final.pdf,"Apr 25, 2023 ... The company is a recognized environmental leader and is partnering with industry groups to reduce the effects of climate change. In addition to ...",2023-03-06,2023-03-06,www.paccar.com,4
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:paccar.com",Press Release,https://www.paccar.com/media/dxtoegc2/012423-earnings-press-release.pdf,"January 24, 2023, Bellevue, Washington – “PACCAR reported record annual revenues and net ... company in the top 1.5% of over 18,000 reporting companies ...",2023-01-24,2023-01-24,www.paccar.com,5
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",SUSTAINABILITY REPORT,https://s24.q4cdn.com/286931391/files/doc_financials/2024/sr/knx-sustainability-report-2023-v2.pdf,"Apr 25, 2024 ... KNIGHT-SWIFT SUSTAINABILITY REPORT 2023. 1. SUSTAINABILITY. REPORT. 2023. KNIGHT-SWIFT TRANSPORTATION HOLDINGS INC. Page 2. KNIGHT-SWIFT ...",2024-04-24,2024-04-24,s24.q4cdn.com,1
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",2 0 2 3 A N N U A L R E P O R T 2 0 2 3 A N N U A L R E P O R T 2 0 ...,https://s202.q4cdn.com/173635405/files/doc_financials/2023/ar/d651058dars.pdf,"Feb 21, 2024 ... ... PACCAR Inc (the Company) as of December 31, 2023 and. 2022, the related consolidated statements of income, comprehensive income, stockholders ...",2024-03-20,2024-03-20,s202.q4cdn.com,2
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",PACCAR INC,https://s202.q4cdn.com/173635405/files/doc_financials/2023/ar/paccar-proxy-statement.pdf,"Apr 29, 2024 ... ... 2023 Annual Report and 2024 Proxy Statement ... environmental report in 2023, placing PACCAR in the Leadership tier of over 21,000 reporting.",2024-03-20,2024-03-20,s202.q4cdn.com,3
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Ryerson Slide Template,https://s24.q4cdn.com/863552841/files/doc_presentations/2024/Mar/14/ryerson-investor-presentation-j-p-morgan-industrials-conference-march-2024.pdf,"Mar 5, 2024 ... • Published improved 2023 Sustainability Report ... Annual Report on Form 10-K for the year ended December 31, 2023 ... PACCAR. Volvo. Navistar. NA ...",2024-03-11,2024-03-11,s24.q4cdn.com,4
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",PACCAR Inc,https://s202.q4cdn.com/173635405/files/doc_downloads/2024/02/2023-12-31-PACCAR-10K.pdf,"Feb 21, 2024 ... PACCAR earned an ""A-"" score on its CDP environmental report in 2023, placing the Company in the Leadership tier of over 21,000 reporting ...",2024-03-01,2024-03-01,s202.q4cdn.com,5
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",PCAR ESG Investor Presentation,https://s202.q4cdn.com/173635405/files/doc_downloads/ESG/2024/02/esg-presentation-feb-2024.pdf,"Feb 26, 2024 ... Names PACCAR 2023 Top Company for Women to Work For in. Transportation. Page 25. Caring for Our Employees – Benefits. In addition to providing ...",2024-02-22,2024-02-22,s202.q4cdn.com,6
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Starbucks 2024 Notice of Annual Meeting of Shareholders and ...,https://s22.q4cdn.com/869488222/files/doc_financials/2024/ar/2024-proxy-statement.pdf,"Jan 25, 2024 ... Š PACCAR, Inc. ... Company's fiscal year 2023 Annual Report on ... 2023 actual achievement results for each of the financial and sustainability ...",2024-01-25,2024-01-25,s22.q4cdn.com,7
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",2024 TCFD - CDP Climate Annual Report,https://s202.q4cdn.com/173635405/files/doc_downloads/ESG/2024/tcfd-cdp-climate-report-feb-2024.pdf,"PACCAR Inc - Climate Change 2023. C0. Introduction ... Along with PACCAR's Annual Report, each year PACCAR's ... sustainability commitments and disclosures, namely ...",2024-01-23,2024-02-02,s202.q4cdn.com,8
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",2023 ANNUAL REPORT,https://s22.q4cdn.com/253594569/files/doc_financials/2023/ar/2023-deere-company-annual-report.pdf,"... Sustainability Reporting Standards (ESRS) and the Corporate Sustainability ... Cummins (CMI), Paccar (PCAR), and Wabtec (WAB)). ... 2023 of the Company and our ...",2024-01-05,2024-01-10,s22.q4cdn.com,9
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",2024 Annual Meeting & Proxy Statement.,https://s22.q4cdn.com/253594569/files/doc_financials/2023/ar/2024-deere-co-proxy.pdf,"Jan 10, 2024 ... ... 2023 financial performance, please see our Annual Report, which is ... ▫ PACCAR Inc. ... report, previously known as the sustainability report ...",2024-01-05,2024-01-10,s22.q4cdn.com,10
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",2023-Annual-Report.pdf,https://s21.q4cdn.com/665674268/files/doc_downloads/2023/09/2023-Annual-Report.pdf,"Sep 21, 2023 ... In 2022, we began a pilot program with Aurora Innovation, Inc. (“Aurora”) and PACCAR Inc. to test Aurora's autonomous driving technology in ...",2023-07-20,2023-08-04,s21.q4cdn.com,11
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Methode Electronics 2023 CSR Report,https://s1.q4cdn.com/553277915/files/doc_presentations/2023/Jul/13/methode-electronics-2023-csr-report-7-18-23.pdf,"Jul 18, 2023 ... I am proud to share with you. Methode's inaugural Corporate. Social Responsibility report. With this report, we will outline our approach to ...",2023-07-14,2023-07-18,s1.q4cdn.com,12
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",PCAR ESG Investor Presentation,https://s202.q4cdn.com/173635405/files/doc_downloads/ESG/ESG-presentation-july-2023.pdf,PACCAR has always believed that environmental responsibility is essential to the company's success. ... Published inaugural ESG report; ... 2018 2019 2020 2021 2022 ...,2023-06-30,2023-06-30,s202.q4cdn.com,13
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",PACCAR SASB-ESG Report,https://s202.q4cdn.com/173635405/files/doc_downloads/ESG/SASB-ESG-combined-report-july-2023.pdf,"PACCAR's environmental management system and policy are designed to focus on the reduction of the environmental impacts of the company's activities, products ...",2023-06-30,2023-06-30,s202.q4cdn.com,14
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Advancing the world of manufacturing,https://s202.q4cdn.com/732614612/files/doc_financials/2023/ar/Flex_FY23_Annual-Report.pdf,"Jun 21, 2023 ... please review the Company's 2023 Annual Report on Form 10-K. ... Review the Company's annual sustainability report. ... PACCAR Inc*. Avnet, Inc ...",2023-06-16,2023-06-20,s202.q4cdn.com,15
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",printmgr file,https://s202.q4cdn.com/173635405/files/doc_financials/2022/ar/2023-proxy-statement-final.pdf,"Mar 15, 2023 ... The Annual Meeting of Stockholders of PACCAR Inc will be held at 10:30 a.m. on Tuesday,. April 25, 2023, in person at the PACCAR Parts ...",2023-03-11,2023-03-13,s202.q4cdn.com,16
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",PACCAR 2022 Annual Report FINAL,https://s202.q4cdn.com/173635405/files/doc_financials/2022/ar/paccar-2022-annual-report-final.pdf,"Apr 25, 2023 ... The company is a recognized environmental leader and is partnering with industry groups to reduce the effects of climate change. In addition to ...",2023-03-06,2023-03-06,s202.q4cdn.com,17
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",PACCAR Inc,https://s202.q4cdn.com/173635405/files/doc_financials/2022/q4/10k-q4-2022.pdf,"framework) and our report dated February 22, 2023, expressed an unqualified opinion thereon. ... The following consolidated financial statements of PACCAR Inc are ...",2023-02-14,2023-02-21,s202.q4cdn.com,18
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",Press Release,https://s202.q4cdn.com/173635405/files/doc_financials/2022/q4/012423-earnings-press-release.pdf,"January 24, 2023, Bellevue, Washington – “PACCAR reported record annual revenues and net ... company in the top 1.5% of over 18,000 reporting companies ...",2023-01-24,2023-01-24,s202.q4cdn.com,19
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",2023 - Annual Meeting & Proxy Statement,https://s22.q4cdn.com/253594569/files/doc_financials/2022/ar/2023-John-Deere-Proxy-Statement.pdf,"Dec 27, 2022 ... information in our Sustainability Report is not incorporated ... 2023. ▫ Continued to align with ... ▫ PACCAR Inc. ▫ Parker-Hannifin.",2023-01-11,2023-01-11,s22.q4cdn.com,20
"Paccar, Inc. Sustainability Report 2023 filetype:pdf site:q4cdn.com",2022 Annual Report,https://s22.q4cdn.com/253594569/files/doc_financials/2022/ar/2022-John-Deere-Annual-Report.pdf,"Dec 15, 2022 ... The 2023 Annual Meeting of Shareholders (the ... Cummins (CMI), Paccar (PCAR), and. Wabtec ... company's commitment to environmental sustainability.",2023-01-09,2023-01-09,s22.q4cdn.com,21
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:investors.parker.com,PARKER HANNIFIN PROXY STATEMENT,https://investors.parker.com/sec-filings/all-sec-filings/content/0001308179-23-000993/ph_courtesy-pdf.pdf,"Sep 22, 2023 ... Selected aspects of our most recent Sustainability Report are highlighted below. ... We are proud of our corporate social responsibility and ...",2023-09-20,2023-09-20,investors.parker.com,1
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:investors.parker.com,10-K - 08/24/2023 - Parker-Hannifin Corporation,https://investors.parker.com/sec-filings/all-sec-filings/content/0000076334-23-000042/0000076334-23-000042.pdf,"Aug 24, 2023 ... The Acquisition is discussed in Note 3 to the Consolidated Financial. Statements included in Part II, Item 8 of this Annual Report on Form 10-K ...",2023-08-24,,investors.parker.com,2
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,ORIENTADO PELO PROPÓSITO,https://www.parker.com/content/dam/parker/emea/group/about-us/sustainability/2023/Parker-FY23-Sustainability-Report--PT-BR-.pdf,Uma lista de nossas diretivas de EHS está disponível em parker.com/sustainability. Page 10. RELATÓRIO DE SUSTENTABILIDADE DE 2023 DA PARKER HANNIFIN Guiado pelo ...,2023-12-29,2023-12-30,www.parker.com,1
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,GUIADOS POR UN PROPÓSITO,https://www.parker.com/content/dam/parker/emea/group/about-us/sustainability/2023/Parker-FY23-Sustainability-Report--ES-.pdf,INFORME DE SOSTENIBILIDAD DE PARKER HANNIFIN 2023 Guiados por un propósito. 1. Acerca de Parker Hannifin. Parker Hannifin es uno de los 250 líderes mundiales ...,2023-12-19,2023-12-19,www.parker.com,2
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,VOM ZWECK GELENKT,https://www.parker.com/content/dam/parker/emea/group/about-us/sustainability/2023/Parker-FY23-Sustainability-Report--DE-.pdf,parker.com/sustainability. PARKER HANNIFIN NACHHALTIGKEITSBERICHT 2023 Vom Zweck gelenkt ... CO. 2 ... Laut dem World Water Development Report 2023 der Vereinten.,2023-12-07,2023-12-19,www.parker.com,3
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,GUIDATI DA UNO SCOPO,https://www.parker.com/content/dam/parker/emea/group/about-us/sustainability/2023/Parker-FY23-Sustainability-Report--IT-.pdf,Un elenco delle nostre direttive EHS è disponibile alla pagina parker.com/sustainability. Page 10. REPORT SULLA SOSTENIBILITÀ 2023 DI PARKER HANNIFIN Guidati da ...,2023-12-04,2023-12-19,www.parker.com,4
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,VÅRT SYFTE VÄGLEDER OSS,https://www.parker.com/content/dam/parker/emea/group/about-us/sustainability/2023/Parker-FY23-Sustainability-Report--SV-.pdf,Parkers framsteg inom arbetet med hållbarhet är kopplade till vårt syfte att möjliggöra tekniska genombrott som leder till en bättre framtid.,2023-12-04,2023-12-19,www.parker.com,5
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,2023 Sustainability Report | Parker Hannifin,https://www.parker.com/content/dam/parker/na/united-states/sustainability/pdfs/Parker-FY23-Sustainability-Report.pdf,"For more than a century, the company has engineered the success of its customers in a wide range of diversified industrial and aerospace markets. PARKER ...",2023-10-20,2023-11-03,www.parker.com,6
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,GUIDED BY PURPOSE,https://www.parker.com/content/dam/parker/na/united-states/sustainability/Parker-FY23-Sustainability-Report-LeadershipLetter.pdf,"As our business has grown following the acquisition of aerospace technology company Meggitt PLC, so too has ... sustainability objectives. ... PARKER HANNIFIN 2023 ...",2023-10-20,2024-02-28,www.parker.com,7
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,PARKER HANNIFIN CORPORATION,https://www.parker.com/content/dam/Parker-com/About-Us/Literature/Terms_and_Condition_of_Purchase-Commercial.pdf,"9/2023. 1. PARKER ... Such report shall identify the root cause of the nonconformance, identity the affected ... Sustainability and available at the following ...",2023-09-27,2023-09-27,www.parker.com,8
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,PARKER HANNIFIN PROXY STATEMENT,https://investors.parker.com/sec-filings/all-sec-filings/content/0001308179-23-000993/ph_courtesy-pdf.pdf,"Sep 22, 2023 ... Selected aspects of our most recent Sustainability Report are highlighted below. ... We are proud of our corporate social responsibility and ...",2023-09-20,2023-09-20,investors.parker.com,9
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,PARKER HANNIFIN ANNUAL REPORT 2023,https://www.parker.com/content/dam/Parker-com/About-Us/Literature/PH-FY23-Annual-Report.pdf,"During 2023, our technologies and systems were used in the products of these two reporting segments. For 2023, the Company's net sales were $19.1 billion.",2023-09-15,2023-09-19,www.parker.com,10
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,Parker-Hannifin Corporation - Climate Change 2023,https://www.parker.com/content/dam/parker/na/united-states/sustainability/Parker-Hannifin%20Corporation%20CDP%20Climate%20Change%20Questionnaire%202023.pdf,"... annual sustainability report, disclosure in the Carbon Disclosure. Project (CDP) and, starting in 2023 with a published TCFD report. C1.1d. (C1.1d) Does your ...",2023-08-14,2023-08-14,www.parker.com,11
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,Human Rights and Labor Standards Statement | Parker,https://www.parker.com/content/dam/parker/na/united-states/sustainability/pdfs/Human-Rights-and-Labor-Statement.pdf,"Parker is committed to creating and maintaining a working environment of respect, tolerance, and trust. We prohibit discrimination in the workplace, based ...",2023-07-26,2023-07-26,www.parker.com,12
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,Parker-Hannifin Corporation,https://www.parker.com/content/dam/parker/na/united-states/sustainability/pdfs/Form%20SD%20CY2022%20as%20filed%20pdf%205.31.23.pdf,"May 30, 2023 ... ☒Rule 13p-1 under the Securities Exchange Act (17 CFR 240.13p-1) for the reporting period from January 1, 2022 to December 31,. 2022. - 1 - ...",2023-05-30,2023-05-30,www.parker.com,13
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,Six Current & Future Bucket Truck Trends Guaranteed To Help ...,https://www.parker.com/content/dam/Parker-com/Literature/Hydraulics-Group-US/Parker_Bucket_Truck_Whitepaper.pdf,"04/2023. © 2023 Parker Hannifin Corporation. The Future of Bucket Trucks. These six trends are paving the way for a more efficient, sustainable, and productive.",2023-04-24,2023-04-24,www.parker.com,14
Parker-Hannifin Corp. Sustainability Report 2023 filetype:pdf site:parker.com,Parker Hannifin Supplier Code of Conduct,https://www.parker.com/content/dam/parker/na/united-states/about-parker/Parker-Hannifin-Supplier-Code-of-Conduct.pdf,"As such, we strive to reach the highest standards of compliance and ethics; labor and human rights; and environmental, health, and safety. These standards are ...",2023-02-15,2023-02-23,www.parker.com,15
Procter & Gamble Co. Sustainability Report 2023 filetype:pdf site:assets.ctfassets.net,Our Approach to Tax | P&G,https://assets.ctfassets.net/zyvr84rwvj68/5Cqu2SG9T6ffbAe73ZmmOm/ebf092fc05d1aaac9a347c5a2e57dcdc/our-approach-to-tax-may-2024-final.pdf,P&G's total tax contribution of $10.7 billion during fiscal year 2023 is a key part of our economic contribution globally. This report provides context for our ...,2024-04-29,2024-05-02,assets.ctfassets.net,1
Procter & Gamble Co. Sustainability Report 2023 filetype:pdf site:assets.ctfassets.net,Remuneration Report 2023,https://assets.ctfassets.net/197jjpt91b9r/c040428e5e0fc800c84b927d136fef07b62639afcdf0ef342a6e2afcab96d061/d6fbb877b301cff94f6c66667c4a461a/Anora_Remuneration_Report_2023.pdf,Previously Sigmund worked as a consultant at McKinsey. & Company and held several positions within Finance &. Accounting at Procter & Gamble. Janne Halttunen.,2024-03-19,2024-03-19,assets.ctfassets.net,2
Procter & Gamble Co. Sustainability Report 2023 filetype:pdf site:assets.ctfassets.net,CORPORATE GOVERNANCE,https://assets.ctfassets.net/oe48y40ukei6/1B4PdkB3hhiGVRi5DzloRI/490aa00ef0fc2a46b485878925dec785/Corporate_Governance_Report_2023.pdf,"Jun 30, 2023 ... Annual Report, Board committee framework, ... August 29, 2023 approved a payment of annual ... The Company is a subsidiary of The Procter & Gamble.",2024-01-02,2024-01-02,assets.ctfassets.net,3
Procter & Gamble Co. Sustainability Report 2023 filetype:pdf site:assets.ctfassets.net,Procter & Gamble UK Information Regarding the UK Modern Slavery ...,https://assets.ctfassets.net/zyvr84rwvj68/4qtF48etHKKRJh2zW7NpAn/f33fd7e6cd99f119c4747eb111afdc22/UK_Modern_Slavery_Document_Updated_Dec_2023.pdf,"Dec 19, 2023 ... ultimate parent company is The Procter & Gamble Company. ... pg-values/report-a-concem.shtml. This ... P&G's Sustainability Guidelines for ...",2023-12-21,2023-12-21,assets.ctfassets.net,4
Procter & Gamble Co. Sustainability Report 2023 filetype:pdf site:assets.ctfassets.net,Procter & Gamble Hygiene and Health care Limited 59th Annual ...,https://assets.ctfassets.net/oe48y40ukei6/4JgGwwrE9ikLB6wcjBjXTm/1f91f1b94ac80a6692d634b24dc1449d/PGHH-_Transcript_of_59th_Annual_General_Meeting.pdf,"Nov 24, 2023 ... 2023, together with the reports of the auditors and directors they're on ... company and the annual financial reports. ... development efforts and ...",2023-12-01,2023-12-01,assets.ctfassets.net,5
Procter & Gamble Co. Sustainability Report 2023 filetype:pdf site:assets.ctfassets.net,CORPORATE GOVERNANCE,https://assets.ctfassets.net/oe48y40ukei6/3dmRnKCtNFxjl9JQYiuQfV/1b6b5b55a99719bb4bbc742b53fe1a54/CORPORATE_GOVERNANCE_REPORT_2023.pdf,"Jun 30, 2023 ... Annual Report, Board committee framework, ... Procter & Gamble Company, USA under its ... August 28, 2023 approved payment of annual commission of ...",2023-11-01,2023-11-01,assets.ctfassets.net,6
Procter & Gamble Co. Sustainability Report 2023 filetype:pdf site:assets.ctfassets.net,Integrated report,https://assets.ctfassets.net/7unabnt9bnbr/3vQLgDCs1FCeWX1wR5oSzt/167b7671717799a085dd81c0f394007c/Integrated_report_30_June_2023__website_.pdf,"Jun 30, 2023 ... The report includes material information to inform our stakeholders about our financial, economic, social and environmental performance ...",2023-10-31,2023-10-31,assets.ctfassets.net,7
Procter & Gamble Co. Sustainability Report 2023 filetype:pdf site:assets.ctfassets.net,2023 Proxy Statement,https://assets.ctfassets.net/oggad6svuzkv/1VrZoF2f2ooT68Gtqb00wq/5764489c313f28b748ff0bcd181190f7/2023_Proxy_Statement.pdf,"Aug 25, 2023 ... Shareholders request that, beginning in 2024, The Procter & Gamble Company report annually to shareholders on the nature and extent to which ...",2023-08-21,2023-08-22,assets.ctfassets.net,8
Procter & Gamble Co. Sustainability Report 2023 filetype:pdf site:assets.ctfassets.net,P&G Company and Shareholder Information,https://assets.ctfassets.net/oggad6svuzkv/3UPAGNe7NgO9sT5bSFl0A2/e084928e879eaacf80a6cfc9387fb45f/company_and_shareholder_information.pdf,"Our Citizenship efforts are focused on Community. Impact, Equality & Inclusion and. Environmental Sustainability, with ... P&G's 2023 report to the Securities and ...",2023-08-14,2023-08-22,assets.ctfassets.net,9
