query,title,label,url,snippet,creation_date,modified_date
Starbucks Corp. Sustainability Report 2023 filetype:pdf site:content-prod-live.cert.starbucks.com,1 STARBUCKS CORPORATION AUDIT AND COMPLIANCE ...,,https://content-prod-live.cert.starbucks.com/binary/v2/asset/137-88345.pdf,"Jan 9, 2024 ... accounting and financial reporting processes of Starbucks Corporation (the â€œCompanyâ€) and the internal ... Company's internal control environment.",2024-01-12,2024-01-12
Starbucks Corp. Sustainability Report 2023 filetype:pdf site:content-prod-live.cert.starbucks.com,Starbucks Zero Tolerance Standards: Non-negotiable areas for all ...,,https://content-prod-live.cert.starbucks.com/binary/v2/asset/137-70080.pdf,Â© 2006 Starbucks Coffee Company. All rights ... Â© 2006 Starbucks Coffee Company. All rights reserved ... Environmental Permits and Reporting. All requiredÂ ...,2018-05-07,2018-05-07
Starbucks Corp. Sustainability Report 2023 filetype:pdf site:content-prod-live.cert.starbucks.com,1. Purpose 2. Scope 3. Terms and Definitions,,https://content-prod-live.cert.starbucks.com/binary/v2/asset/137-70081.pdf,"Jul 3, 2016 ... This document defines food safety and quality systems requirements for Starbucks food and beverage suppliers in Company Owned markets. 2. Scope.",2020-09-08,2020-11-24
Starbucks Corp. Sustainability Report 2023 filetype:pdf site:content-prod-live.cert.starbucks.com,User Guide Template,,https://content-prod-live.cert.starbucks.com/binary/v2/asset/137-87912.pdf,"Nov 28, 2023 ... If the supplier is unable to provide a SOC report ... Â© 2021 Starbucks Coffee company. All rights reserved. 21. 2. Italy Environmental Labels.",2023-12-13,2023-12-13
Starbucks Corp. Sustainability Report 2023 filetype:pdf site:content-prod-live.cert.starbucks.com,Untitled,,https://content-prod-live.cert.starbucks.com/binary/v2/asset/137-88055.pdf,Starbucks Coffee Company is deeply committed to ensuring equal opportunity and a workplace free ... She will monitor compliance with this policy and will reportÂ ...,,
Starbucks Corp. Sustainability Report 2023 filetype:pdf site:content-prod-live.cert.starbucks.com,Supplier Guidance Global Requirements,,https://content-prod-live.cert.starbucks.com/binary/v2/asset/137-82513.pdf,"Dec 5, 2022 ... ... report with stated dates that coincide with Starbucks' fiscal year, a ... Company Asia Pacific Routing Guide for Inbound Logistics for StarbucksÂ ...",2022-12-13,2022-12-13
"Duluth Holdings, Inc. Sustainability Report 2023 filetype:pdf site:ir.duluthtrading.com",DULUTH HOLDINGS INC. 2022 ANNUAL REPORT,,https://ir.duluthtrading.com/static-files/bf76bee1-e93d-4991-8f00-6f34dc284606,"Since then, we have expanded our retail presence, and as of January 29, 2023, we operated 62 retail stores and three outlet stores. Duluth Trading was foundedÂ ...",2023-04-07,2023-04-07
"Duluth Holdings, Inc. Sustainability Report 2023 filetype:pdf site:ir.duluthtrading.com",DULUTH HOLDINGS INC. 2023 ANNUAL REPORT,,https://ir.duluthtrading.com/static-files/313f872a-1bce-42a1-8505-5a77bb90b699,"Mar 22, 2024 ... Durability is sustainability, as products that last longer result in less waste in landfills. DEAR FELLOW SHAREHOLDERS,. 2023 WAS A YEAR OFÂ ...",2024-03-28,2024-03-28
"Duluth Holdings, Inc. Sustainability Report 2023 filetype:pdf site:ir.duluthtrading.com",Form SD for Duluth Holdings INC filed 05/30/2023,,https://ir.duluthtrading.com/static-files/6f36a9fe-4cca-47ca-850d-cf291d2f64e2,e-Sustainability Initiative Conflict Minerals Reporting Template (â€œCMRTâ€) via electronic mail. 3. We instructed each of our in-scope suppliers to work withÂ ...,2023-05-30,2023-05-30
"Duluth Holdings, Inc. Sustainability Report 2023 filetype:pdf site:ir.duluthtrading.com",Untitled,,https://ir.duluthtrading.com/static-files/1410f9c6-a742-4b1e-b40c-88a8d95f3122,"proceeds from that sale were used to fund the growth of Duluth Trading. With that transaction, GEMPLER'S changed its corporate name to Duluth Holdings Inc.",2021-04-02,2021-04-02
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:investors.viasat.com",Annual Report,,https://investors.viasat.com/static-files/2508fb32-9e33-47d9-8d5a-f04d1cbf76e3,"We are proud to announce our first Corporate Social Responsibility (CSR) report ... 2021, 2022, 2023, 2024 and 2025, respectively ... 92 | Viasat Annual Report 2020Â ...",2020-07-21,2020-07-23
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:investors.viasat.com",Viasat Provides an Interim Update on VS-3 F1 Satellite Status and ...,,https://investors.viasat.com/node/25156/pdf,"Oct 12, 2023 ... CARLSBAD, Calif., Oct. 12, 2023 /PRNewswire/ -- Viasat, Inc. (NASDAQ: VSAT), a global leader in satellite communications, today announcedÂ ...",2023-10-12,
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:investors.viasat.com",Form 8-K for Viasat INC filed 10/12/2023,,https://investors.viasat.com/static-files/f88d0c42-9f8a-4952-97da-186555579206,"Oct 12, 2023 ... Date of Report (Date of earliest event reported): October 12, 2023 ... including the attainment and sustainability ... Viasat's most recent AnnualÂ ...",2023-10-12,2023-10-12
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:investors.viasat.com","Viasat, Deutsche Telekom Commit Long-Term To Deliver In-Flight ...",,https://investors.viasat.com/node/25196/pdf,"Nov 7, 2023 ... CARLSBAD, Calif., Nov. 7, 2023 /PRNewswire/ -- Viasat Inc. (NASDAQ: VSAT), a leader in global communications, and Deutsche Telekom today.",2023-11-07,
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:investors.viasat.com",Viasat and Skylo Technologies Launch First Global Direct-to-Device ...,,https://investors.viasat.com/node/25266/pdf,"Nov 16, 2023 ... CARLSBAD, Calif., Nov. 16, 2023 /PRNewswire/ -- Viasat, Inc. (NASDAQ: VSAT), a global leader in satellite communications, and Skylo.",2023-11-16,
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:investors.viasat.com",Form DEF 14A for Viasat INC filed 07/21/2022,,https://investors.viasat.com/static-files/066949bb-f818-4cf1-bad1-186127dce955,"Aug 31, 2022 ... Published inaugural Environmental, Social and Governance Impact Report ... be included in Viasat's annual report on ... Stockholder Proposals forÂ ...",2022-07-22,2022-07-22
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:investors.viasat.com",Lufthansa Group Selects Viasat for In-Flight Connectivity Upgrades,,https://investors.viasat.com/node/25386/pdf,"Jan 24, 2024 ... CARLSBAD, Calif., Jan. 24, 2024 /PRNewswire/ -- Viasat, Inc. (NASDAQ: VSAT), a leader in global communications, today announced thatÂ ...",2024-01-24,
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:investors.viasat.com",Viasat Completes Acquisition of Inmarsat,,https://investors.viasat.com/node/24551/pdf,"May 31, 2023 ... CARLSBAD, Calif., May 31, 2023 /PRNewswire/ -- Viasat Inc., ... company's business; changes in the global business environment and economic.",2023-05-31,
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:investors.viasat.com","VIASAT, INC.",,https://investors.viasat.com/static-files/43dbd056-808f-40b1-ac47-9aa8bd8b2fde,"Nov 8, 2021 ... ... Report on Form 8-K and is incorporated ... Company's 2023 annual meeting of ... Viasat's Corporate Blog, or follow the Company on social media at:.",2021-11-08,2021-11-08
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:viasat.com",ESG performance tables FY23,1.0,https://www.viasat.com/content/dam/us-site/corporate/documents/FY23-ESG-Impact-Report-Tables.pdf,"Sustainability reporting for Viasat is in line with its fiscal reporting period, April 1, 2022 through March 31, 2023, unless otherwise noted. TheÂ ...",2023-08-30,2023-08-30
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:viasat.com","FY23 Environmental, Social, Governance (ESG) Impact Report | Viasat",1.0,https://www.viasat.com/content/dam/us-site/corporate/documents/1820176-FY23-ESG-Impact-Report-018.pdf,"Aug 31, 2023 ... Viasat Inc. (Nasdaq: VSAT) is a global ... an annual sustainability report and ... full-time hire needs, and in summer 2023, Viasat will pilot anÂ ...",2023-08-31,2023-08-31
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:viasat.com",Viasat FY2023 greenhouse gas inventory report,,https://www.viasat.com/content/dam/us-site/corporate/documents/ESG-Impact-Report-GHG-Verification-update-2024-5774784602-004%20(1).pdf,"... 2023) Greenhouse Gas report (GHG) has been prepared in accordance with ... Viasat's Sustainability Management, within the ... Reporting company. Viasat, Inc. PersonÂ ...",2024-03-20,2024-03-20
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:viasat.com","GAO-22-105166, Large Constellations of Satellites: Mitigating ...",,https://www.viasat.com/content/dam/us-site/corporate/documents/gao-22-105166.pdf,"Sep 29, 2022 ... See Viasat, Inc v. FCC, No. 21-1123 (D.C. ... Olivari, â€œSpace Sustainability: ... European Space Agency, ESA Space. Debris Office, ESA's AnnualÂ ...",2022-09-26,2022-09-28
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:viasat.com",Annual Report,,https://investors.viasat.com/static-files/2508fb32-9e33-47d9-8d5a-f04d1cbf76e3,"We are proud to announce our first Corporate Social Responsibility (CSR) report ... 2021, 2022, 2023, 2024 and 2025, respectively ... 92 | Viasat Annual Report 2020Â ...",2020-07-21,2020-07-23
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:viasat.com",Viasat Provides an Interim Update on VS-3 F1 Satellite Status and ...,,https://investors.viasat.com/node/25156/pdf,"Oct 12, 2023 ... CARLSBAD, Calif., Oct. 12, 2023 /PRNewswire/ -- Viasat, Inc. (NASDAQ: VSAT), a global leader in satellite communications, today announcedÂ ...",2023-10-12,
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:viasat.com",Form 8-K for Viasat INC filed 10/12/2023,,https://investors.viasat.com/static-files/f88d0c42-9f8a-4952-97da-186555579206,"Oct 12, 2023 ... Date of Report (Date of earliest event reported): October 12, 2023 ... including the attainment and sustainability ... Viasat's most recent AnnualÂ ...",2023-10-12,2023-10-12
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:viasat.com",Ensuring Innovation and Growth Opportunities in the New Space Age,,https://www.viasat.com/content/dam/us-site/corporate/documents/Ensuring%20Innovation%20and%20New%20Opportunities%20in%20the%20New%20Space%20Age%20(Updated%20March%2023)%20(A4).pdf,"... 2023), at 28-29. Resolution 76 is discussed below ... https://www.viasat.com/space-innovation ... 46. See ESA's Annual Space Environment Report, at 52-54 (Apr.",2023-03-24,2023-03-24
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:viasat.com","Viasat, Deutsche Telekom Commit Long-Term To Deliver In-Flight ...",,https://investors.viasat.com/node/25196/pdf,"Nov 7, 2023 ... CARLSBAD, Calif., Nov. 7, 2023 /PRNewswire/ -- Viasat Inc. (NASDAQ: VSAT), a leader in global communications, and Deutsche Telekom today.",2023-11-07,
"ViaSat, Inc. Sustainability Report 2023 filetype:pdf site:viasat.com",Viasat and Skylo Technologies Launch First Global Direct-to-Device ...,,https://investors.viasat.com/node/25266/pdf,"Nov 16, 2023 ... CARLSBAD, Calif., Nov. 16, 2023 /PRNewswire/ -- Viasat, Inc. (NASDAQ: VSAT), a global leader in satellite communications, and Skylo.",2023-11-16,
Nederlandse Waterschapsbank NV Sustainability Report 2023 filetype:pdf site:nwbbank.com,Annual report 2022 | NWB Bank,,https://nwbbank.com/application/files/7416/8544/6478/NWB_Bank_Annual_report_2022.pdf,"Apr 28, 2021 ... The Dutch copy of this annual report of Nederlandse Waterschapsbank N.V. for the reporting ... annual report 2023. REMUNERATION OF THEÂ ...",2023-05-11,2023-05-11
Nederlandse Waterschapsbank NV Sustainability Report 2023 filetype:pdf site:nwbbank.com,Annual Report 2023 | NWB Bank,,https://nwbbank.com/application/files/4617/1109/2687/Annual_Report_2023_NWB_Bank.pdf,"Mar 21, 2024 ... to sustainability reporting), which is a specified Dutch Standard that is ... Â© 2024 | Nederlandse Waterschapsbank N.V.. 211. ANNUAL REPORT 2023 |",2024-03-22,2024-03-22
Nederlandse Waterschapsbank NV Sustainability Report 2023 filetype:pdf site:nwbbank.com,Annual report 2021,,https://nwbbank.com/application/files/9816/5468/9535/NWB_Bank_Annual_report_2021.pdf,"Apr 28, 2021 ... ... social housing in the Netherlands and a Water Bond to finance water ... Nederlandse Waterschapsbank N.V. ('NWB Bank'), based in The Hague.",2022-04-14,2022-04-14
Nederlandse Waterschapsbank NV Sustainability Report 2023 filetype:pdf site:nwbbank.com,Half-year report 2023 | NWB Bank,,https://nwbbank.com/application/files/3916/9295/9815/Half-year_report_2023.pdf,"Jun 30, 2023 ... Nederlandse Waterschapsbank N.V. (hereinafter: NWB Bank) a public limited liability company with its official place of business atÂ ...",2023-08-25,2023-08-25
Nederlandse Waterschapsbank NV Sustainability Report 2023 filetype:pdf site:nwbbank.com,Annual report 2019,,https://nwbbank.com/application/files/3715/8745/9091/Annual_report_2019_NWB_Bank.pdf,"Apr 16, 2020 ... ... audit of the sustainability information'. We are independent of Nederlandse Waterschapsbank N.V. in accordance with the â€œVerordening inzake de.",2020-04-20,2020-04-20
Nederlandse Waterschapsbank NV Sustainability Report 2023 filetype:pdf site:nwbbank.com,SDG Housing Bond Report,,https://nwbbank.com/application/files/4717/0930/0221/SDG_Housing_bond_Report_2022.pdf,listed SMEs to report on sustainability according to ... The ending of the social housing levy in 2023 is part of the ... Nederlandse Waterschapsbank N.V. (theÂ ...,2023-06-14,2023-06-14
Nederlandse Waterschapsbank NV Sustainability Report 2023 filetype:pdf site:nwbbank.com,SDG Housing Bond,,https://nwbbank.com/application/files/7016/6264/5622/SDG_Housing_Bond_Report_2019_5.pdf,"approximately 26,000 new houses per year by 2023, which will ... as this Social Report, which is available on its ... Nederlandse Waterschapsbank N.V. (the â€œCompanyÂ ...",2020-03-25,2020-03-27
Nederlandse Waterschapsbank NV Sustainability Report 2023 filetype:pdf site:nwbbank.com,Annual report 2020,,https://nwbbank.com/application/files/5816/1847/2229/NWB_Bank_Annual_report_2020.pdf,"Apr 15, 2021 ... ANNUAL REPORT. Our opinion. We have audited the financial statements 2020 of Nederlandse Waterschapsbank N.V. ( 'NWB Bank'), based in. TheÂ ...",2021-04-14,2021-04-14
Nederlandse Waterschapsbank NV Sustainability Report 2023 filetype:pdf site:nwbbank.com,GRI TABLE,,https://nwbbank.com/application/files/3415/7841/4162/GRI_Table_NWB_Bank_2018.pdf,"Nederlandse Waterschapsbank N.V. (trade name: NWB Bank) ... 2023. NWB Bank has set ... This results in a publicly accessible report called ""Climate Monitor Water.",2019-04-16,2019-04-18
Nederlandse Waterschapsbank NV Sustainability Report 2023 filetype:pdf site:nwbbank.com,Water Bond Report,,https://nwbbank.com/application/files/9816/8967/9242/NWB_Bank_Newsletter_Waterbonds_2022.pdf,"provide enough sustainable heat to heat around 20,000 homes from the end of 2023. ... WATER BOND REPORT. Page 22. Dutch ... Nederlandse Waterschapsbank N.V. (theÂ ...",2023-07-17,2023-07-17
AMMB Holdings Bhd. Sustainability Report 2023 filetype:pdf site:ambankgroup.com,2022 SUSTAINABILITY REPORT AMMB HOLDINGS BERHAD,,https://www.ambankgroup.com/eng/InvestorRelations/AnnualReports/Documents/2022/AMMB%20SR22%20v6.pdf,"Mar 31, 2022 ... Provides detailed reporting of Financial. Statements and the Audited Annual Financial. Results for FY2022 and our outlook for FY2023. FRAMEWORKSÂ ...",2022-07-12,2022-07-12
AMMB Holdings Bhd. Sustainability Report 2023 filetype:pdf site:ambankgroup.com,ACCELERATING,,https://www.ambankgroup.com/eng/InvestorRelations/AnnualReports/Documents/2023/renamed%20files/Financial%20Report%202023.pdf,"May 29, 2023 ... AMMB Holdings Berhad's Financial Report (AmBank Group. Financial Report 2023) ... Sdn. Bhd. Sustainability Report. CONTENT. Provides a thoroughÂ ...",2023-07-18,2023-07-18
AMMB Holdings Bhd. Sustainability Report 2023 filetype:pdf site:ambankgroup.com,AMMB HOLDINGS BERHAD 2022 INTEGRATED REPORT,,https://www.ambankgroup.com/eng/InvestorRelations/AnnualReports/Documents/2022/AMMB%20IR22%20Website.pdf,"Jul 15, 2022 ... Provides detailed reporting of Financial. Statements and the Audited Annual Financial. Results for FY2022 and our outlook for FY2023. FRAMEWORKSÂ ...",2022-07-12,2022-07-15
AMMB Holdings Bhd. Sustainability Report 2023 filetype:pdf site:ambankgroup.com,ACCELERATING,,https://www.ambankgroup.com/eng/InvestorRelations/AnnualReports/Documents/2023/20230803/Integrated%20Annual%20Report%202023.pdf,"Aug 21, 2023 ... to green their operations via the. GVC Programme. Page 8. AMMB HOLDINGS BERHAD. 6. INTEGRATED ANNUAL REPORT 2023. WHERE WE OPERATE. We are oneÂ ...",2023-08-03,2023-08-03
AMMB Holdings Bhd. Sustainability Report 2023 filetype:pdf site:ambankgroup.com,2022 FINANCIAL REPORT AMMB HOLDINGS BERHAD,,https://www.ambankgroup.com/eng/InvestorRelations/AnnualReports/Documents/2022/AMMB%20FR22%20Website.pdf,"May 30, 2022 ... Provides detailed reporting of Financial. Statements and the Audited Annual Financial. Results for FY2022 and our outlook for FY2023. FRAMEWORKSÂ ...",2022-07-12,2022-07-12
AMMB Holdings Bhd. Sustainability Report 2023 filetype:pdf site:ambankgroup.com,Statement Sustainability,,https://www.ambankgroup.com/eng/InvestorRelations/AnnualReports/Documents/2021/SustainabilityReport.pdf,"Feb 25, 2021 ... This includes channelling funds and expertise into developing SMEs, start-ups, affordable housing and the green sector. AMMB HOLDINGS BERHAD.",2021-08-20,2021-08-20
AMMB Holdings Bhd. Sustainability Report 2023 filetype:pdf site:ambankgroup.com,Our Competitive Advantage AmInvestment Bank,,https://www.ambankgroup.com/eng/InvestorRelations/AnnualReports/Documents/2023/AmInvestmentBank.pdf,AMMB HOLDINGS BERHAD. INTEGRATED ANNUAL REPORT 2023. BUSINESS REVIEW. TRACY CHEN WEE KENG. Chief Executive Officer. AmInvestment Bank Berhad. Our CompetitiveÂ ...,2023-07-24,2023-07-24
AMMB Holdings Bhd. Sustainability Report 2023 filetype:pdf site:ambankgroup.com,Corporate Governance Report 2022,,https://www.ambankgroup.com/eng/InvestorRelations/AnnualReports/Documents/2022/Corporate%20Governance%20Report%202022.pdf,"Dec 6, 2021 ... Eqhwan Mokhzanee bin Muhammad, the CEO of AmBank Islamic. Berhad, being the Group Sustainability Champion, is responsible to oversee the GroupÂ ...",2022-07-14,2022-07-14
AMMB Holdings Bhd. Sustainability Report 2023 filetype:pdf site:ambankgroup.com,TOWARDS A DIGITALISED FUTURE,,https://www.ambankgroup.com/eng/InvestorRelations/AnnualReports/Documents/2021/AMMB%20INTEGRATED%20REPORT%202021.pdf,"Jul 30, 2021 ... ... AMMB HOLDINGS BERHAD. INTEGRATED REPORT. 2021. 04. OVERVIEW OF. AmBank GROUP. Page 7. AmBank Group is a leading financial services group withÂ ...",2021-07-30,2021-08-03
AMMB Holdings Bhd. Sustainability Report 2023 filetype:pdf site:ambankgroup.com,Untitled,,https://www.ambankgroup.com/eng/InvestorRelations/AnnualReports/Documents/2017/AMMBAR2017.pdf,"Jun 30, 2017 ... ... Corporate Section. The Annual Report of AMMB Holdings Berhad is our main report of the year. It provides our stakeholders with theÂ ...",2017-06-29,2017-06-30
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,BUSINESS RESPONSIBILITY & SUSTAINABILITY REPORT,1.0,https://www.indusind.com/content/dam/indusind-corporate/generic/IndusIndBank_AnnualReport2022-23_BRSR_01082023.pdf,"Jul 24, 2023 ... ... Bank Awards 2023, marking its second consecutive win. ... engagement, to report on IndusInd Bank Limited BRSR (Business Responsibility andÂ ...",2023-08-01,2023-08-01
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,IndusInd Bank Integrated Report 2021-22,,https://www.indusind.com/content/dam/indusind-corporate/generic/IndusInd-Bank-Integrated-Report-2021-22.pdf,the 75 banks globally to be included in the S&P DJSI. Sustainability Yearbook 2023 for 3 consecutive years. ESG Ratings/ Score. Refintiv. The Bank has been aÂ ...,2023-04-10,2023-04-10
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,IndusInd Bank Integrated Report 2022-23,,https://www.indusind.com/content/dam/indusind-corporate/generic/IndusInd_Bank_Integrated_Report_2022-23.pdf,"Jan 25, 2024 ... The Bank is committed to creating long-term value for its stakeholders and has been reporting its sustainability efforts proactively since 2011.",2024-03-06,2024-03-06
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,Annual Report 2022-23,,https://www.indusind.com/content/dam/indusind-corporate/investor-resource/latest-annual-report/annual_report_2022-23.pdf,"Jul 24, 2023 ... With board-level involvement in environmental, social, and governance policies, IndusInd ... IndusInd Bank Limited. A relevant business ... 2023. 03.",2023-08-02,2023-08-02
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,BUSINESS RESPONSIBILITY & SUSTAINABILITY REPORTING,,https://www.indusind.com/content/dam/indusind-corporate/generic/Business-Responsibility-and-Sustainability-Report-BRSR-FY2021-22.pdf,"Yes. The Board has an overall responsibility for oversight of bank. Sustainability & ESG strategy. ... It is the policy of IndusInd Bank Ltd, to be an EqualÂ ...",2022-09-01,2022-09-02
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,Nurturing Growth through Sustainability,,https://www.indusind.com/content/dam/indusind-corporate/generic/IndusIndBank-IR-2019-20-30122020-V2.pdf,"Mar 31, 2020 ... IndusInd Bank Ltd. has been voluntarily ... Note: IndusInd Bank also publishes a separate annual report prepared in ... 2023-24. The strategicÂ ...",2020-12-30,2020-12-30
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,ESG Targets & Disclosures,,https://www.indusind.com/content/dam/indusind-corporate/generic/sustainability-at-indusind.pdf,"Mar 1, 2019 ... IndusInd Bank has not only started this journey early with 8 years of Sustainability reporting, but is also the only Bank and amongst only 5Â ...",2019-03-07,2019-03-07
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,Environmental and Social Management System,,https://www.indusind.com/content/dam/indusind-corporate/generic/ESMS.pdf,IndusInd Bank Limited â€“ ESMS Policy. Environmental ... IndusInd Bank has been reporting on its sustainability performance since the financial year 2011 including.,2022-12-14,2022-12-14
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,IndusInd Bank Integrated Report 2018-19,,https://www.indusind.com/content/dam/indusind-corporate/generic/IndusInd-Bank-Integrated-Report-2018-19.pdf,Message from the Managing Director. 2. Report at a Glance. 5. Value Creation Framework. 7. Banking for Sustainable Livelihood.,2020-01-14,2020-01-15
IndusInd Bank Ltd. Sustainability Report 2023 filetype:pdf site:indusind.com,Sustainability Policy,,https://www.indusind.com/content/dam/indusind-corporate/Other/sustainability/SustainabilityPolicy.pdf,31-July-2023 ... reporting and following various reporting ... IndusInd Bank Limited. Sustainability Policy. Page 12 of 12. Review of the Sustainability Policy.,2023-12-20,2023-12-20
Kommunalbanken AS Sustainability Report 2023 filetype:pdf site:kbn.com,Annual Report 2023,,https://www.kbn.com/globalassets/dokumenter/finansielle-rapporter/arsrapport/kbn-annual-report-2023.pdf,"Mar 14, 2024 ... Annual Report 2023 | Sustainability. 75. Page 76. The Board of Directors' Report 2023. KBN's activities in 2023. Kommunalbanken AS (hereinafterÂ ...",2024-03-15,2024-03-15
Kommunalbanken AS Sustainability Report 2023 filetype:pdf site:kbn.com,Annual report 2022,,https://www.kbn.com/globalassets/dokumenter/finansielle-rapporter/arsrapport/annual-report_2022.pdf,"Feb 27, 2023 ... commenced in 2023, and KBN will report on progress in its future sustainability reporting. 6. Taxation and prevention of financial.",2023-08-03,2023-08-03
Kommunalbanken AS Sustainability Report 2023 filetype:pdf site:kbn.com,KBN Annual Report 2021,,https://www.kbn.com/globalassets/dokumenter/finansielle-rapporter/arsrapport/kbn-annual-report-2021.pdf,"Feb 25, 2022 ... AUD 450 mn Green ... 1 From 2023 onwards, this declaration will be replaced by a salary report ... Independent auditor's report - Kommunalbanken ASÂ ...",2022-04-28,2022-04-28
Kommunalbanken AS Sustainability Report 2023 filetype:pdf site:kbn.com,ANNUAL REPORT 2018,,https://www.kbn.com/globalassets/dokumenter/finansielle-rapporter/arsrapport/annual-report-2018-kbn.pdf,"Feb 28, 2019 ... Independent auditor's report - Kommunalbanken AS. A member firm of Ernst & Young Global Limited by internal experts. We assessed pricingÂ ...",2019-05-21,2019-05-21
Kommunalbanken AS Sustainability Report 2023 filetype:pdf site:kbn.com,Impact Report 2022 (pdf),,https://www.kbn.com/globalassets/dokumenter/funding/green-bond-documents/impact-report-2022.pdf,"Feb 27, 2023 ... This report presents the environmental impact of KBN's green loan programme as of. 31 December 2022. All funds raised by KBN's green bondÂ ...",2023-03-02,2023-03-02
Kommunalbanken AS Sustainability Report 2023 filetype:pdf site:kbn.com,KBN Annual report 2020,,https://www.kbn.com/globalassets/dokumenter/finansielle-rapporter/arsrapport/kbn-annual-report-2020.pdf,"Feb 25, 2021 ... practice for sustainability work and sustainability reporting ... KBN's 2021-2023 strategy, â€œBuilding a sustainable societyâ€, states that â€œKBNÂ ...",2021-05-03,2021-05-03
Kommunalbanken AS Sustainability Report 2023 filetype:pdf site:kbn.com,Impact Report,1.0,https://www.kbn.com/globalassets/dokumenter/funding/green-bond-documents/kbn-impact-report-2023.pdf,"Mar 14, 2024 ... Kommunalbanken Norway (KBN) is a fully state-owned company, and our mandate is to provide the local government.",2024-03-13,2024-03-13
Kommunalbanken AS Sustainability Report 2023 filetype:pdf site:kbn.com,KBN â€” Impact Report â€” 2021,,https://www.kbn.com/globalassets/dokumenter/funding/green-bond-documents/kbn-impact-report-2021.pdf,"Feb 25, 2022 ... This report presents the environmental impact of KBN's green loan program as of. 31 December 2021. All funds raised by KBN's green bondÂ ...",2022-02-24,2022-02-24
Kommunalbanken AS Sustainability Report 2023 filetype:pdf site:kbn.com,Report for 1st quarter 2023,,https://www.kbn.com/globalassets/dokumenter/finansielle-rapporter/q1/kbn-quarterly-report-q1-2023.pdf,"Apr 30, 2023 ... KBN has a strong market position and seeks to use this to promote sustainable communities. We are committed to ensuring municipalities makeÂ ...",2023-05-24,2023-05-24
Kommunalbanken AS Sustainability Report 2023 filetype:pdf site:kbn.com,KBN Green Bond Framework 2024,,https://www.kbn.com/globalassets/dokumenter/funding/green-bond-documents/kbn-green-bond-framework-2024.pdf,"Kommunalbanken AS (â€œKBNâ€) is among the largest financial ... Sustainability and Sustainability-Linked. Bonds ... 4), 5) Annual Report (2023) Â· 6) KBN 2024-2026Â ...",2024-04-12,2024-04-12
Scor SE Sustainability Report 2023 filetype:pdf site:scor.com,Press release,,https://www.scor.com/en/download/file?token=def502009ba88e7913fd129b15dfdd1e221a96c51fd7c98a2bd4df448a9964e69b505ade79e93754046bc1139670e3da840f39d8d57615acca807a1506f2b85788b76abad6362337e01d8c7d4e25c0a7c0b3c575113aa16c8ae70090e3cd71a555c954c5372721f48593aba3a62d9cee8ca07443ef6e1139204bb431be2790448ccf56fb08,"Mar 6, 2024 ... SCOR performed its annual P&C reserves review in Q4 2023, setting all lines of its P&C reserves at best estimate, with an increase in theÂ ...",2024-03-05,2024-03-05
Scor SE Sustainability Report 2023 filetype:pdf site:scor.com,Solvency and Financial Condition Report 2023 | SCOR,,https://www.scor.com/en/download/file?token=def502002d6ccced180ff7a0cd6595833e70e227b4a37f0145aaccef9dad2f48d73d8a05fd236f677b46a93a6f89bb1b0e5e84e44963e1a6fd93030765900c1efde6bbf2ee3c5b26c9bb86f3589ea77195a7980d37cec102e48c5660908ffcd4a1a410363aa22d723636450277520109a7b9dc90683e42ba02641b3dc38226a60340e9b2b0,"The following three subsidiaries of SCOR SE, which are also EEA regulated reinsurance undertakings, have published separate.",2024-04-04,2024-04-04
